10000.0,1550,15790.336328275273,320110.97775067185,0
10000.0,1544,15548.471110047569,238724.33801680445,0
10000.0,1490,15384.677116171468,228728.52090184676,0
10000.0,1508,14989.494747287745,129227.84007141156,0
10000.0,1469,14262.98311324872,82031.9666618701,0
10000.0,1464,14780.864220404703,186618.2986475847,0
10000.0,1518,15733.580077568226,478642.6953600862,0
10000.0,1518,15087.53586450626,143797.4563884698,0
10000.0,1587,15775.756281851272,395881.4034079197,0
10000.0,1534,15146.141118282168,259009.1965770408,0
10000.0,1556,15056.221726078895,201088.75500789486,0
10000.0,1493,14720.860198172253,150249.72981101694,0
10000.0,1538,14911.420508710982,134555.03228448424,0
10000.0,1510,15308.283533299911,277883.57347974554,0
10000.0,1538,15690.826688045192,261771.24282411046,0
