10000.0,848,8515.63579517126,834892.7772134043,0
10000.0,832,8453.95250351627,820685.326322017,0
10000.0,854,8691.476073041513,827904.7400660128,0
10000.0,831,8672.862022640666,845310.5741757179,0
10000.0,854,8369.31675087143,833465.8526597656,0
10000.0,881,8726.547979848803,835854.5568548308,0
10000.0,818,8629.861996025182,842517.9934772288,0
10000.0,887,8553.306347066427,828079.8227534259,0
10000.0,870,8508.559151978956,833155.6171471638,0
10000.0,851,8682.157000923047,834918.9315065347,0
10000.0,854,8551.857548295304,824968.5796444181,0
10000.0,857,8636.752869146643,822560.9216006605,0
10000.0,869,8457.409254284268,806770.9089299712,0
10000.0,836,8440.564852935113,823645.734703083,0
10000.0,865,8498.077579454657,833136.4269282258,0
