10000.0,1485,14453.632180887265,325133.0055414786,0
10000.0,1485,14750.078615107528,714962.2654438486,0
10000.0,1548,14920.82197035164,442460.61376550666,0
10000.0,1439,14676.56015180411,657127.2624394966,0
10000.0,1501,14794.722430419875,539470.2958405694,0
10000.0,1467,14683.273140886184,520085.20824446547,0
10000.0,1466,14848.287227564913,616778.1333460164,0
10000.0,1513,14419.406319270513,328040.2724913917,0
10000.0,1506,14931.36160767445,419545.9732431043,0
10000.0,1507,14592.950809939084,313695.14464714663,0
10000.0,1452,14894.619865830238,669630.0592498981,0
10000.0,1462,14426.046936956709,300574.25269899576,0
10000.0,1512,14948.552444826937,457323.94107343216,0
10000.0,1539,14761.202872255384,442539.59889505146,0
10000.0,1487,14685.638289623392,330732.50264159776,0
